ID	logFC	Gene.symbol	Gene.title
213685_at	0.12499444	TCEB3-AS1	TCEB3 antisense RNA 1
219712_s_at	0.15460964	SHPK///TRPV1	sedoheptulokinase///transient receptor potential cation channel subfamily V member 1
205966_at	-0.31539063	TAF13	TATA-box binding protein associated factor 13
215551_at	0.1203375	ESR1	estrogen receptor 1
201173_x_at	0.17981845	NUDC	nuclear distribution C, dynein complex regulator
215477_at	0.13111904		
214518_at	0.16236105	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2
215577_at	0.21570787		
201993_x_at	-0.20028733	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
217078_s_at	0.2232825	CD300A	CD300a molecule
214789_x_at	-0.13316819	SRSF8	serine and arginine rich splicing factor 8
212565_at	-0.25036121	STK38L	serine/threonine kinase 38 like
218861_at	0.21889692	RNF25	ring finger protein 25
206938_at	0.14192541	SRD5A2	steroid 5 alpha-reductase 2
202034_x_at	-0.14950419	RB1CC1	RB1 inducible coiled-coil 1
204987_at	0.18258635	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2
208545_x_at	-0.16949504	TAF4	TATA-box binding protein associated factor 4
208233_at	0.25291304	PDPN	podoplanin
211763_s_at	0.17595686	UBE2B	ubiquitin conjugating enzyme E2 B
211414_at	0.17402837	GLS	glutaminase
207252_at	0.19975822	INE1	inactivation escape 1 (non-protein coding)
215554_at	0.20151988	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
207468_s_at	0.263609	SFRP5	secreted frizzled related protein 5
217283_at	0.18229851		
204411_at	0.13726166	KIF21B	kinesin family member 21B
201955_at	0.16441546	CCNC	cyclin C
209575_at	0.17740812	IL10RB	interleukin 10 receptor subunit beta
220505_at	0.14007338	CDKN2A-AS1	CDKN2A antisense RNA 1 (head to head)
205956_x_at	0.20138791	PSMC3IP	PSMC3 interacting protein
218871_x_at	-0.17291243	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
212346_s_at	0.20831576	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
200783_s_at	-0.25229209	STMN1	stathmin 1
218943_s_at	-0.2613653	DDX58	DEXD/H-box helicase 58
210529_s_at	-0.18472311	LOC100294033///TCAF1	protein FAM115A-like///TRPM8 channel associated factor 1
219867_at	0.13288409	CHODL	chondrolectin
210767_at	-0.29037326	NF2	neurofibromin 2
205827_at	0.23608647	CCK	cholecystokinin
204901_at	0.17513562	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
219162_s_at	-0.20356644	MRPL11	mitochondrial ribosomal protein L11
220678_at	0.13798589	FLJ20712	uncharacterized FLJ20712
203518_at	0.2318971	LYST	lysosomal trafficking regulator
207750_at	0.1883978		
210481_s_at	-0.20131039	CLEC4M	C-type lectin domain family 4 member M
205534_at	0.20415672	PCDH7	protocadherin 7
210423_s_at	0.25664978	SLC11A1	solute carrier family 11 member 1
210067_at	0.18301889	AQP4	aquaporin 4
207776_s_at	0.15267567	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
222254_at	-0.14996135		
AFFX-BioDn-5_at	-0.24549261		
204262_s_at	0.18448781	PSEN2	presenilin 2
206484_s_at	0.22888704	XPNPEP2	X-prolyl aminopeptidase 2
202440_s_at	-0.19905237	ST5	suppression of tumorigenicity 5
210594_x_at	0.21312423	MPZL1	myelin protein zero like 1
200059_s_at	0.17684756	RHOA	ras homolog family member A
219024_at	0.18899375	PLEKHA1	pleckstrin homology domain containing A1
209739_s_at	0.1263999	PNPLA4	patatin like phospholipase domain containing 4
205151_s_at	-0.22048464	TRIL	TLR4 interactor with leucine rich repeats
219246_s_at	0.12429499	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
204139_x_at	0.13886765	MZF1	myeloid zinc finger 1
204020_at	0.16422435	PURA	purine rich element binding protein A
203372_s_at	0.18682753	SOCS2	suppressor of cytokine signaling 2
202239_at	0.14200495	PARP4	poly(ADP-ribose) polymerase family member 4
215647_at	0.25972492		
213903_s_at	0.18502079	CNOT9	CCR4-NOT transcription complex subunit 9
220527_at	0.16754915	MRPL20	mitochondrial ribosomal protein L20
214559_at	0.29255419	DRD3	dopamine receptor D3
208809_s_at	-0.20969523	C6orf62	chromosome 6 open reading frame 62
211383_s_at	0.13295216	WDR37	WD repeat domain 37
221792_at	0.22795424	RAB6B	RAB6B, member RAS oncogene family
212204_at	-0.11844802	TMEM87A	transmembrane protein 87A
213914_s_at	0.1678955	SPTBN1	spectrin beta, non-erythrocytic 1
217178_at	-0.19702943	RARG	retinoic acid receptor gamma
214503_x_at	0.21235314	GPR135	G protein-coupled receptor 135
203856_at	-0.18699554	VRK1	vaccinia related kinase 1
206008_at	0.1525472	TGM1	transglutaminase 1
219197_s_at	-0.30758123	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
40850_at	0.13511969	FKBP8	FK506 binding protein 8
213324_at	0.11425466	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
219239_s_at	0.18408999	ZNF654	zinc finger protein 654
202133_at	0.15471513	WWTR1	WW domain containing transcription regulator 1
210107_at	0.14696378	CLCA1	chloride channel accessory 1
204096_s_at	0.23808204	ELL	elongation factor for RNA polymerase II
203224_at	-0.18618292	RFK	riboflavin kinase
206364_at	-0.19208922	KIF14	kinesin family member 14
208176_at	0.21277349	DUX1	double homeobox 1
201320_at	0.21356749	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
200715_x_at	-0.18327214	SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a
204940_at	0.29007534	PLN	phospholamban
217351_at	-0.15830448		
221522_at	0.14315373	ANKRD27	ankyrin repeat domain 27
221720_s_at	0.12634756		
202169_s_at	-0.16720753	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
46142_at	0.1819995	LMF1	lipase maturation factor 1
219620_x_at	0.22588134	TOR4A	torsin family 4 member A
202674_s_at	-0.21519549	LMO7	LIM domain 7
217083_at	0.15772055	IGHV3-75	immunoglobulin heavy variable 3-75 (pseudogene)
213441_x_at	-0.16317775	SPDEF	SAM pointed domain containing ETS transcription factor
210658_s_at	-0.22134819	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
219446_at	0.15120804	RIC8B	RIC8 guanine nucleotide exchange factor B
214907_at	-0.14713266	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21
212489_at	-0.2174338	COL5A1	collagen type V alpha 1 chain
219158_s_at	-0.23527009	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
221685_s_at	-0.23600308	SPDL1	spindle apparatus coiled-coil protein 1
211899_s_at	0.16484195	TRAF4	TNF receptor associated factor 4
200928_s_at	0.16916422	RAB14	RAB14, member RAS oncogene family
218277_s_at	-0.20760141	DHX40	DEAH-box helicase 40
214796_at	0.26233953	LOC101927137///KIAA1456	uncharacterized LOC101927137///KIAA1456
221858_at	0.14793935	TBC1D12	TBC1 domain family member 12
204761_at	-0.23910104	USP6NL	USP6 N-terminal like
214622_at	0.22961378	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2
215993_at	0.2676365		
201234_at	0.26197715	ILK	integrin linked kinase
208732_at	0.15922152	RAB2A	RAB2A, member RAS oncogene family
206593_s_at	0.14994175	MED22	mediator complex subunit 22
216198_at	0.27067437		
211224_s_at	0.13584001	ABCB11	ATP binding cassette subfamily B member 11
206325_at	0.23483825	SERPINA6	serpin family A member 6
209288_s_at	-0.16446094	CDC42EP3	CDC42 effector protein 3
221427_s_at	0.15547779	CCNL2	cyclin L2
215838_at	0.2208079	LILRA5	leukocyte immunoglobulin like receptor A5
202436_s_at	-0.16691912	CYP1B1	cytochrome P450 family 1 subfamily B member 1
204808_s_at	0.19475745	TMEM5	transmembrane protein 5
201584_s_at	-0.17932423	DDX39A	DEAD-box helicase 39A
209296_at	0.13599392	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
221466_at	0.15983977	P2RY4	pyrimidinergic receptor P2Y4
216876_s_at	0.16294911	IL17A	interleukin 17A
213791_at	0.19619876	PENK	proenkephalin
218984_at	-0.13669761	PUS7	pseudouridylate synthase 7 (putative)
201205_at	0.13856685	RRBP1	ribosome binding protein 1
215601_at	-0.16378232		
216221_s_at	0.11159539	PUM2	pumilio RNA binding family member 2
217393_x_at	0.14191997	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
220051_at	0.16905174	PRSS21	protease, serine 21
215321_at	0.24709296	RUNDC3B	RUN domain containing 3B
220979_s_at	0.12096788	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
216678_at	0.13082925	IFT122	intraflagellar transport 122
217186_at	0.17057706	ZNF259P1	zinc finger protein 259 pseudogene 1
205123_s_at	0.25419276	MSANTD3-TMEFF1///TMEFF1	MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
213838_at	-0.23629012	NOL7	nucleolar protein 7
211589_at	0.14821368	PML	promyelocytic leukemia
210554_s_at	-0.13831434	CTBP2	C-terminal binding protein 2
208992_s_at	0.12907294	STAT3	signal transducer and activator of transcription 3
216254_at	0.18660419	PARVB	parvin beta
206910_x_at	0.17259082	CFHR2	complement factor H related 2
202787_s_at	0.24381289	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
211090_s_at	0.22158697	PRPF4B	pre-mRNA processing factor 4B
207678_s_at	0.13017861	SOX30	SRY-box 30
212986_s_at	0.15099172	TLK2	tousled like kinase 2
218314_s_at	0.12942655	C11orf57	chromosome 11 open reading frame 57
210804_x_at	0.140428	SLC8A1	solute carrier family 8 member A1
214983_at	0.1674825	TTTY15	testis-specific transcript, Y-linked 15 (non-protein coding)
211186_s_at	0.14713512	AAK1	AP2 associated kinase 1
207513_s_at	-0.15989159	ZNF189	zinc finger protein 189
212051_at	0.12543171	WIPF2	WAS/WASL interacting protein family member 2
218409_s_at	-0.14965925	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1
211213_at	-0.25346624	ORC5	origin recognition complex subunit 5
217674_at	0.28901176		
217375_at	0.13835008		
206463_s_at	-0.25922155	DHRS2	dehydrogenase/reductase 2
201267_s_at	-0.28580374	PSMC3	proteasome 26S subunit, ATPase 3
220260_at	0.18412437	TBC1D19	TBC1 domain family member 19
219312_s_at	-0.2239509	ZBTB10	zinc finger and BTB domain containing 10
215573_at	0.19522001	CAT	catalase
214635_at	0.13676676	CLDN9	claudin 9
220639_at	0.19649317	TM4SF20	transmembrane 4 L six family member 20
221395_at	0.15211885	TAS2R13	taste 2 receptor member 13
208430_s_at	0.21729005	DTNA	dystrobrevin alpha
206961_s_at	0.14162135	MED20	mediator complex subunit 20
217465_at	0.15285099	NCKAP1	NCK associated protein 1
203173_s_at	0.1852286	C16orf62	chromosome 16 open reading frame 62
213941_x_at	-0.13827796	RPS7	ribosomal protein S7
211143_x_at	0.18935007	NR4A1	nuclear receptor subfamily 4 group A member 1
206734_at	0.22753844	JRKL	JRK-like
210635_s_at	0.13540982	KLHL20	kelch like family member 20
208346_at	0.13819141	PPBPP2	pro-platelet basic protein pseudogene 2
216984_x_at	0.15613718	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
222094_at	0.11781305	SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3	SLX1A-SULT1A3 readthrough (NMD candidate)///SLX1 homolog A, structure-specific endonuclease subunit///sulfotransferase family 1A member 4///SLX1 homolog B, structure-specific endonuclease subunit///sulfotransferase family 1A member 3
214597_at	0.14969945	SSTR2	somatostatin receptor 2
215069_at	0.17823585	NMT2	N-myristoyltransferase 2
205307_s_at	-0.15577498	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
213939_s_at	-0.19026284	RUFY3	RUN and FYVE domain containing 3
210784_x_at	-0.14624827	LILRB3	leukocyte immunoglobulin like receptor B3
221441_at	0.25308246	GSC2	goosecoid homeobox 2
213469_at	-0.27325021	PGAP1	post-GPI attachment to proteins 1
211992_at	0.15944995	WNK1	WNK lysine deficient protein kinase 1
205814_at	-0.15787684	GRM3	glutamate metabotropic receptor 3
201166_s_at	-0.1368322	PUM1	pumilio RNA binding family member 1
219910_at	0.11921278	FICD	FIC domain containing
201470_at	-0.13344037	GSTO1	glutathione S-transferase omega 1
212316_at	-0.23474323	NUP210	nucleoporin 210
220425_x_at	-0.22551844	ROPN1B	rhophilin associated tail protein 1B
204446_s_at	-0.16272771	ALOX5	arachidonate 5-lipoxygenase
214281_s_at	-0.15329312	RCHY1	ring finger and CHY zinc finger domain containing 1
211809_x_at	0.2281742	COL13A1	collagen type XIII alpha 1 chain
219220_x_at	0.15148689	MRPS22	mitochondrial ribosomal protein S22
210237_at	0.12247631	ARTN	artemin
217215_s_at	0.15892991		
214714_at	0.11426576	ZNF394	zinc finger protein 394
211396_at	-0.22322465	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)
213293_s_at	0.14673328	TRIM22	tripartite motif containing 22
207644_at	0.17362922	FOXH1	forkhead box H1
207543_s_at	-0.21441244	P4HA1	prolyl 4-hydroxylase subunit alpha 1
221154_at	0.18576755	TRIM49C///TRIM49	tripartite motif containing 49C///tripartite motif containing 49
214307_at	0.17736539	HGD	homogentisate 1,2-dioxygenase
206926_s_at	-0.21123702	IL11	interleukin 11
200861_at	0.12226804	CNOT1	CCR4-NOT transcription complex subunit 1
219613_s_at	0.15464706	SIRT6	sirtuin 6
212313_at	0.12509089	CHMP7	charged multivesicular body protein 7
218442_at	0.22219616	TTC4	tetratricopeptide repeat domain 4
207479_at	0.26338751		
220031_at	0.1313062	OTUD7B	OTU deubiquitinase 7B
221158_at	0.14136074	PAXBP1	PAX3 and PAX7 binding protein 1
204133_at	-0.16392049	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
211631_x_at	0.19003807	B4GALT1	beta-1,4-galactosyltransferase 1
207886_s_at	0.16020388	CALCR	calcitonin receptor
200645_at	0.16010074	GABARAP	GABA type A receptor-associated protein
216087_at	0.1389076		
215624_at	-0.2617844	TSC2	tuberous sclerosis 2
220939_s_at	0.15931499	DPP8	dipeptidyl peptidase 8
201926_s_at	-0.25126638	CD55	CD55 molecule (Cromer blood group)
206990_at	0.15824186	TNR	tenascin R
204960_at	0.18236031	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein
207141_s_at	0.16355616	KCNJ3	potassium voltage-gated channel subfamily J member 3
211145_x_at	0.15837205	IFNA21	interferon alpha 21
216926_s_at	0.20092951	MAU2	MAU2 sister chromatid cohesion factor
216987_at	0.22889167	IRF4	interferon regulatory factor 4
211551_at	0.12647975	EGFR	epidermal growth factor receptor
216953_s_at	0.2082787	WT1	Wilms tumor 1
204524_at	0.22202494	LOC101060747///PDPK1	3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1
214454_at	0.17215162	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
202624_s_at	0.12774654	CABIN1	calcineurin binding protein 1
221728_x_at	-0.16031833	XIST	X inactive specific transcript (non-protein coding)
211447_s_at	0.17386496	PDE4A	phosphodiesterase 4A
212087_s_at	0.12210398	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
217059_at	-0.21905894	MUC7	mucin 7, secreted
215042_at	0.1274557	BMP6	bone morphogenetic protein 6
205592_at	0.13070309	SLC4A1	solute carrier family 4 member 1 (Diego blood group)
204215_at	0.13842427	TMEM243	transmembrane protein 243
217031_at	-0.16417875	KRT84	keratin 84
202708_s_at	-0.13411348	HIST2H2BE	histone cluster 2, H2be
207355_at	0.18038338	SLC1A7	solute carrier family 1 member 7
206264_at	0.15181767	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
203553_s_at	-0.1555164	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
209895_at	0.20326496	PTPN11	protein tyrosine phosphatase, non-receptor type 11
201181_at	-0.29212693	GNAI3	G protein subunit alpha i3
221729_at	-0.18169797	COL5A2	collagen type V alpha 2 chain
218318_s_at	-0.20223869	NLK	nemo like kinase
202441_at	0.1441561	ERLIN1	ER lipid raft associated 1
217631_at	0.14327444	GTPBP4	GTP binding protein 4
216912_at	-0.16272813	ARHGEF4	Rho guanine nucleotide exchange factor 4
214639_s_at	0.13120193	HOXA1	homeobox A1
207701_at	0.19077149	C22orf24	chromosome 22 open reading frame 24
202695_s_at	0.16828961	STK17A	serine/threonine kinase 17a
217510_at	0.20796296	CRX	cone-rod homeobox
219807_x_at	0.16064149	MIA-RAB4B///RAB4B	MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family
203312_x_at	-0.18307007	ARF6	ADP ribosylation factor 6
215189_at	0.21011052	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
201628_s_at	-0.17104261	RRAGA	Ras related GTP binding A
210644_s_at	0.22960569	LAIR1	leukocyte associated immunoglobulin like receptor 1
205266_at	0.13704579	LIF	leukemia inhibitory factor
213960_at	0.11780619	NTRK3	neurotrophic receptor tyrosine kinase 3
215807_s_at	0.14494724	PLXNB1	plexin B1
212043_at	0.12179561	TGOLN2	trans-golgi network protein 2
206572_x_at	0.12769595	ZNF85	zinc finger protein 85
204553_x_at	0.22266484	INPP4A	inositol polyphosphate-4-phosphatase type I A
207731_at	0.21166529		
204425_at	-0.15667212	ARHGAP4	Rho GTPase activating protein 4
204557_s_at	-0.23796329	DZIP1	DAZ interacting zinc finger protein 1
217467_at	0.20188979	BTF3P13	basic transcription factor 3 pseudogene 13
220156_at	0.19397924	EFCAB1	EF-hand calcium binding domain 1
221236_s_at	0.18737576	STMN4	stathmin 4
207094_at	-0.16072085	CXCR1	C-X-C motif chemokine receptor 1
203565_s_at	0.1930332	MNAT1	MNAT1, CDK activating kinase assembly factor
204866_at	-0.23487364	JADE3	jade family PHD finger 3
207277_at	0.2352449	CD209	CD209 molecule
208148_at	0.22686149	MYH4	myosin heavy chain 4
204128_s_at	0.16636385	RFC3	replication factor C subunit 3
211020_at	0.20154123	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
216373_at	0.21848687	TAPT1	transmembrane anterior posterior transformation 1
222251_s_at	-0.17893398	GMEB2	glucocorticoid modulatory element binding protein 2
201149_s_at	0.1941837	TIMP3	TIMP metallopeptidase inhibitor 3
218273_s_at	0.12971646	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1
206218_at	0.14955743	MAGEB2	MAGE family member B2
211234_x_at	0.14596368	ESR1	estrogen receptor 1
215107_s_at	-0.20254568	TTC22	tetratricopeptide repeat domain 22
35201_at	0.0993281	HNRNPL	heterogeneous nuclear ribonucleoprotein L
210140_at	0.14935686	CST7	cystatin F
214235_at	-0.18951986	CYP3A5	cytochrome P450 family 3 subfamily A member 5
